key,source,translation
souls_s_s3_13,"Listen... Like I said before, I'm in trouble.",ฟังนะ อย่างที่ผมบอกก่อนหน้านี้ ผมกําลังมีปัญหา
souls_s_s3_14,"In fact, I'm on the run. I committed a bit of a crime.",ที่จริงกำลังหลบหนี ฉันก่อคดีไว้นิดหน่อย
souls_s_s3_15,A crime?,ก่อคดี?
souls_s_s3_16,"Oh, don't worry so much about that. I didn't kill or hurt anybody.",ไม่ต้องห่วงหรอก ฉันไม่ได้ฆ่าหรือทําร้ายใคร
souls_s_s3_17,It's a difficult life in <Town> these days. Even more difficult for certain kinds of criminals.,ชีวิตใน <เมืองใหญ่> ตอนนี้ลำบาก ยิ่งพวกอาชญากรบางประเภท ยิ่งลำบากหนัก
souls_s_s3_18,I had to steal my own money to buy a <Keeper's Book> on the black market.,ต้องขโมยเงินตัวเองไปซื้อ <หนังสือผู้ดูแลสุสาน> ในตลาดมืด
souls_s_s3_19,"Long story short, in order to escape and cover my tracks, I pretended to be a corpse and waited for a long time.",สรุปคือ เพื่อหนีและกลบร่องรอย ฉันแกล้งเป็นศพแล้วรออยู่นานมาก
task_dlc_souls_s3,Find out more about him.,หาข้อมูลเพิ่มเติมเกี่ยวกับเขา
@souls_s_s4_ask_1,How did you come to live in <Town>?,นายมาอยู่ใน <เมืองใหญ่> ได้ยังไง?
souls_s_s4_ask_1_1,"Once, on a rainy evening, some judge took me into his home, wet and hungry.",เย็นวันหนึ่งฝนตก ผู้พิพากษาคนหนึ่งรับฉันเข้าบ้าน ตอนนั้นฉันทั้งเปียกทั้งหิว
souls_s_s4_ask_1_2,Thanks to him I had a roof over my head and food to eat.,เพราะเขา ฉันถึงมีที่ซุกหัวนอนและอาหารกิน
souls_s_s4_ask_1_3,He had but one condition — that I become his assistant.,เขามีเงื่อนไขแค่ข้อเดียว ให้ฉันเป็นผู้ช่วย
souls_s_s4_ask_1_4,The judge had an old servant woman. Quite well educated.,ผู้พิพากษามีหญิงรับใช้ชราอยู่คนหนึ่ง อ่านออกเขียนได้ดีทีเดียว
souls_s_s4_ask_1_5,She taught me how to read and write.,เธอสอนให้ฉันอ่านเขียน
souls_s_s4_ask_1_6,"So, that's how I got my start dealing with tons of monotonous paperwork, and all manner of people.",นั่นแหละจุดเริ่มต้นของชีวิตที่ต้องจมกับกองเอกสารซ้ำซาก และคนสารพัดแบบ
@souls_s_s4_ask_2,Why did you decide to run away from the <Town>?,แล้วทำไมถึงหนีออกจาก <เมืองใหญ่> ล่ะ?
souls_s_s4_ask_2_1,"In fact I never wanted to run away, but it is what it is. I never expected that <Bishop> was just a smug crook!",ที่จริงฉันไม่ได้อยากหนีเลย แต่มันช่วยไม่ได้ ไม่คิดว่า <บิชอป> จะเป็นแค่นักต้มตุ๋นจอมวางท่า!
souls_s_s4_ask_2_2,What? <Bishop>... a crook?,หา? <บิชอป>... นักต้มตุ๋นเนี่ยนะ?
souls_s_s4_ask_2_3,He swindled me for a lot of money. I sold nearly all I own.,เขาหลอกเอาเงินฉันไปเยอะมาก ฉันขายแทบทุกอย่างที่มีเลยนะ
souls_s_s4_ask_2_4,"For this endowment, the <Bishop> promised to cleanse my soul of <sin>, during service at the local church.",แลกกับเงินบริจาคก้อนนั้น <บิชอป> สัญญาว่าจะชำระ <บาป> ในวิญญาณของฉัน ระหว่างประกอบพิธีที่โบสถ์ในเมือง
souls_s_s4_ask_2_5,"All I got from him was some crappy prayer. Oh, and that God will forgive me, of course!",แต่สิ่งที่ได้กลับมาคือบทสวดห่วย ๆ บทเดียว อ้อ แล้วก็คำว่าพระเจ้าจะทรงอภัยให้อีกตามเคย!
souls_s_s4_ask_2_6,Cleanse your soul of <sins>?,ชำระ <บาป> ในวิญญาณเหรอ?
souls_s_s4_ask_2_7,"Yeah. You know, I'd had enough of my boring life. I even started seeing paperwork and faces in my dreams!",ใช่ ชีวิตน่าเบื่อจนฉันทนไม่ไหวแล้ว ขนาดฝันยังเห็นแต่เอกสารกับหน้าคน!
souls_s_s4_ask_2_8,"So many taverns, so many fights. Brothels with their puffed up lasses.",โรงเหล้ากี่แห่งก็มีแต่เรื่องชกต่อย ซ่องกี่แห่งก็มีแต่สาว ๆ วางท่า
souls_s_s4_ask_2_9,"Boring court sessions, endless shouting, objections, and fights... always fights.",ขึ้นศาลก็น่าเบื่อ มีแต่เสียงตะโกน คัดค้าน แล้วก็ทะเลาะ... ทะเลาะกันไม่หยุด
souls_s_s4_ask_2_10,I got fed up with it!,ฉันเอือมเต็มทีแล้ว!
souls_s_s4_ask_2_11,"We all bear our sins, that's what they teach us, right?",ใคร ๆ ก็สอนว่าเราทุกคนต้องแบกบาปของตัวเอง จริงไหม?
souls_s_s4_ask_2_12,Or so I thought. But what if one could cleanse himself of sin?,ฉันก็เคยคิดอย่างนั้น แต่ถ้าเราชำระบาปออกไปได้ล่ะ?
souls_s_s4_ask_2_13,"Take in a fresh breath of air, and be free...",ได้สูดอากาศสดชื่น แล้วเป็นอิสระ...
souls_s_s4_ask_3,That's why you're here?,ก็เลยมาที่นี่สินะ?
souls_s_s4_ask_3_1,"Yes, I managed to find a <Keeper's Book> on the black market.",ใช่ ฉันหา <หนังสือผู้ดูแลสุสาน> มาได้จากตลาดมืด
souls_s_s4_ask_3_2,"To acquire it, I had to take all my money back from that charlatan.",เพื่อจะซื้อมัน ฉันต้องทวงเงินทั้งหมดคืนจากเจ้าคนลวงโลกนั่น
souls_s_s4_ask_3_3,"Naturally, it's strange that you know nothing about this book, but very well.",ก็แปลกอยู่หรอกที่นายไม่รู้เรื่องหนังสือเล่มนี้เลย แต่ช่างเถอะ
souls_s_s4_ask_3_4,"Well, I'm not the only Keeper.",ฉันไม่ใช่ผู้ดูแลสุสานคนเดียวสักหน่อย
souls_s_s4_ask_3_5,"Oh, I see. That explains why you look so lost, ha ha!",อ้อ เข้าใจแล้ว มิน่าถึงทำหน้างงเป็นไก่ตาแตก ฮ่า ๆ!
souls_s_s4_ask_3_6,This book contains notes on procedures for healing a soul of its sins.,หนังสือเล่มนี้บันทึกวิธีเยียวยาวิญญาณให้พ้นจากบาปไว้
souls_s_s4_ask_3_7,How's that? I don't understand.,ทำยังไง? ฉันไม่เข้าใจ
souls_s_s4_ask_3_8,With the help of these... broken workbenches.,ก็ใช้... โต๊ะงานพัง ๆ พวกนี้ช่วย
souls_s_s4_ask_3_9,It also says something about healing a living soul...,ในนี้ยังพูดถึงการเยียวยาวิญญาณของคนเป็นด้วย...
